Type,Power Type,Category,Series,"FAMILY 
For Archive & one pager",Subheading,Position,Model Name,Description,Dimming,output power (Sorting),output Power(W),Output Current (Sorting),Output Current (A),Output Current,Output Voltage (Sorting),Output Voltage,safety,water proof level,Datasheet,Terminal,BOM Cost$,MOQ 10K Pcs,"EXWorks$ 
MOQ 10k",MOQ 5k Pcs,EXWorks$ MOQ 5k,MOQ 2k Pcs,EXWorks$ MOQ 2k,MOQ 1k Pcs,EXWorks$ MOQ 1k,MOQ 500 Pcs,EXWorks$ MOQ 500,Sample Price 1-10 pcs,EXWorks Price for Order 100-299pcs,EXWorks Price for Order 300-499pcs,Sample Price 1-10 pcs,DAP Price for Order 100-299pcs,DAP Price for Order 300-499pcs,case material,dimension(mm),Status,Responsible,Product Line,Programmable Responsible,Carton Size(mm),Net Weight(kg),Gross Weight(kg),Units/ Carton,"Pallet Size
(mm)",Pallet Weight(kg),Cartons/Pallet,Total Weight/ pallet
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",240 Watts Digital Programming Series                                                            ,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>16-48Vout<br>90-305Vac<br>UL,2,PLD240-SMT-24(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,12,12,up to 12A,16,16-24V,UL,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000,  31.04 ,5000,  31.36 ,2000,  32.00 ,1000,  33.60 ,500,  35.20 ,  96.00 ,  45.76 ,  42.24 ,  84.48 ,  54.91 ,  50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",240 Watts Digital Programming Series                                                            ,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>16-48Vout<br>90-305Vac<br>UL,2,PLD240-SMT-36(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,8,8,up to 8A,24,24-36V,UL,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000,  31.04 ,5000,  31.36 ,2000,  32.00 ,1000,  33.60 ,500,  35.20 ,  96.00 ,  45.76 ,  42.24 ,  84.48 ,  54.91 ,  50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",240 Watts Digital Programming Series                                                            ,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>16-48Vout<br>90-305Vac<br>UL,2,PLD240-SMT-42(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,6.86,6.86,up to 6.86A,28,28-42V,UL,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000,  31.04 ,5000,  31.36 ,2000,  32.00 ,1000,  33.60 ,500,  35.20 ,  96.00 ,  45.76 ,  42.24 ,  84.48 ,  54.91 ,  50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",240 Watts Digital Programming Series                                                            ,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>16-48Vout<br>90-305Vac<br>UL,2,PLD240-SMT-48(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,6,6,up to 6A,32,32-48V,UL,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000,  31.04 ,5000,  31.36 ,2000,  32.00 ,1000,  33.60 ,500,  35.20 ,  96.00 ,  45.76 ,  42.24 ,  84.48 ,  54.91 ,  50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",320 Watts Digital Programing Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-428Vout<br>108-305Vac<br>UL,2,PLD320-SMT-36(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,8.88,8.88,up to 8.88A,24,24-36V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000,  43.65 ,5000,  44.10 ,2000,  45.00 ,1000,  47.25 ,500,  49.50 ,  135.00 ,  64.35 ,  59.40 ,  118.80 ,  77.22 ,  71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",320 Watts Digital Programing Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-428Vout<br>108-305Vac<br>UL,2,PLD320-SMT-48(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,6.66,6.66,up to 6.66A,32,32-48V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000,  43.65 ,5000,  44.10 ,2000,  45.00 ,1000,  47.25 ,500,  49.50 ,  135.00 ,  64.35 ,  59.40 ,  118.80 ,  77.22 ,  71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",120 Watts Digital Programing Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>12-170Vout<br>90-305Vac<br>UL,2,PLD320-SMT-54(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,5.93,5.93,up to 5.93A,36,36-54V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000,  43.65 ,5000,  44.10 ,2000,  45.00 ,1000,  47.25 ,500,  49.50 ,  135.00 ,  64.35 ,  59.40 ,  118.80 ,  77.22 ,  71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",320 Watts Digital Programing Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-428Vout<br>108-305Vac<br>UL,2,PLD320-SMT-58(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,5.52,5.52,up to 5.52A,40,40-58.8V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000,  43.65 ,5000,  44.10 ,2000,  45.00 ,1000,  47.25 ,500,  49.50 ,  135.00 ,  64.35 ,  59.40 ,  118.80 ,  77.22 ,  71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",320 Watts Digital Programing Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-428Vout<br>108-305Vac<br>UL,2,PLD320-SMT-152(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,2.1,2.1,up to 2.1A,94,94-152V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000,  43.65 ,5000,  44.10 ,2000,  45.00 ,1000,  47.25 ,500,  49.50 ,  135.00 ,  64.35 ,  59.40 ,  118.80 ,  77.22 ,  71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",320 Watts Digital Programing Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-428Vout<br>108-305Vac<br>UL,2,PLD320-SMT-228(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,1.4,1.4,up to 1.4A,142,142-228V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000,  43.65 ,5000,  44.10 ,2000,  45.00 ,1000,  47.25 ,500,  49.50 ,  135.00 ,  64.35 ,  59.40 ,  118.80 ,  77.22 ,  71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
Outdoor,Mid Power,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",320 Watts Digital Programing Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-428Vout<br>108-305Vac<br>UL,2,PLD320-SMT-428(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,0.7,0.7,up to 0.7A,320,320-428V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000,  43.65 ,5000,  44.10 ,2000,  45.00 ,1000,  47.25 ,500,  49.50 ,  135.00 ,  64.35 ,  59.40 ,  118.80 ,  77.22 ,  71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",400 Watts Digital Programing Wireless Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL8750 & EN61347-2-13,2,PLD400-SMT-36(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,11.1,11.1,up to 11.1A,24,24-36V,"UL8750,EN61347-2-13",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000,  66.93 ,5000,  67.62 ,2000,  69.00 ,1000,  72.45 ,500,  75.90 ,  207.00 ,  98.67 ,  91.08 ,  182.16 ,  118.40 ,  109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",400 Watts Digital Programing Wireless Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL8750 & EN61347-2-13,2,PLD400-SMT-42(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,9.5,9.5,up to 9.5A,27,27-42V,"UL8750,EN61347-2-13",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000,  66.93 ,5000,  67.62 ,2000,  69.00 ,1000,  72.45 ,500,  75.90 ,  207.00 ,  98.67 ,  91.08 ,  182.16 ,  118.40 ,  109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",400 Watts Digital Programing Wireless Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL8750 & EN61347-2-13,2,PLD400-SMT-48(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,8.3,8.3,up to 8.3A,32,32-48V,"UL8750,EN61347-2-13",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000,  66.93 ,5000,  67.62 ,2000,  69.00 ,1000,  72.45 ,500,  75.90 ,  207.00 ,  98.67 ,  91.08 ,  182.16 ,  118.40 ,  109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",400 Watts Digital Programing Wireless Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL8750 & EN61347-2-13,2,PLD400-SMT-54(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,7.4,7.4,up to 7.4A,36,36-54V,"UL8750,EN61347-2-13",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000,  66.93 ,5000,  67.62 ,2000,  69.00 ,1000,  72.45 ,500,  75.90 ,  207.00 ,  98.67 ,  91.08 ,  182.16 ,  118.40 ,  109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",400 Watts Digital Programing Wireless Series,Multi Dimming Function (Ultra Deep Resolution with DMX Option)<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL8750 & EN61347-2-13,2,PLD400-SMT-58(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,6.8,6.8,up to 6.8A,40,40-58.8V,"UL8750,EN61347-2-13",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000,  66.93 ,5000,  67.62 ,2000,  69.00 ,1000,  72.45 ,500,  75.90 ,  207.00 ,  98.67 ,  91.08 ,  182.16 ,  118.40 ,  109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",500 Watts Digital Programing Wireless Series                                                            ,Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,2,PLD500-SMT-36(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,14,14,up to 14A,24,24-36V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/16-ICE-305-Programmable-500.pdf,cable,43.38/45.58/45.58,10000,  71.78 ,5000,  72.52 ,2000,  74.00 ,1000,  77.70 ,500,  81.40 ,  222.00 ,  105.82 ,  97.68 ,  195.36 ,  126.98 ,  117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",500 Watts Digital Programing Wireless Series                                                            ,Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,2,PLD500-SMT-42(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,11.9,11.9,up to 11.9A,27,27-42V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000,  71.78 ,5000,  72.52 ,2000,  74.00 ,1000,  77.70 ,500,  81.40 ,  222.00 ,  105.82 ,  97.68 ,  195.36 ,  126.98 ,  117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",500 Watts Digital Programing Wireless Series                                                            ,Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,2,PLD500-SMT-48(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,11,11,up to 11A,32,32-48V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000,  71.78 ,5000,  72.52 ,2000,  74.00 ,1000,  77.70 ,500,  81.40 ,  222.00 ,  105.82 ,  97.68 ,  195.36 ,  126.98 ,  117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",500 Watts Digital Programing Wireless Series                                                            ,Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,2,PLD500-SMT-54(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,9,9,up to 9A,36,36-54V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000,  71.78 ,5000,  72.52 ,2000,  74.00 ,1000,  77.70 ,500,  81.40 ,  222.00 ,  105.82 ,  97.68 ,  195.36 ,  126.98 ,  117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",500 Watts Digital Programing Wireless Series                                                            ,Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,2,PLD500-SMT-58(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,8.5,8.5,up to 8.5A,40,40-58.8V,UL ,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000,  71.78 ,5000,  72.52 ,2000,  74.00 ,1000,  77.70 ,500,  81.40 ,  222.00 ,  105.82 ,  97.68 ,  195.36 ,  126.98 ,  117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600 Watts Digital Programing Wireless Series                                                            ,"Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,cUL,CE, CB",2,PLD600-SMT-36(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,16.7,16.7,up to 16.7A,24,24-36V,"UL,cUL,CE",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/17-ICE-305-Programmable-600.pdf,cable,45.59/47.80/47.80,10000,  73.72 ,5000,  74.48 ,2000,  76.00 ,1000,  79.80 ,500,  83.60 ,  228.00 ,  108.68 ,  100.32 ,  200.64 ,  130.42 ,  120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600 Watts Digital Programing Wireless Series                                                            ,"Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,cUL,CE, CB",2,PLD600-SMT-42(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,14.3,14.3,up to 14.3A,27,27-42V,"UL,cUL,CE",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000,  73.72 ,5000,  74.48 ,2000,  76.00 ,1000,  79.80 ,500,  83.60 ,  228.00 ,  108.68 ,  100.32 ,  200.64 ,  130.42 ,  120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600 Watts Digital Programing Wireless Series                                                            ,"Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,cUL,CE, CB",2,PLD600-SMT-48(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,12.5,12.5,up to 12.5A,32,32-48V,"UL,cUL,CE",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000,  73.72 ,5000,  74.48 ,2000,  76.00 ,1000,  79.80 ,500,  83.60 ,  228.00 ,  108.68 ,  100.32 ,  200.64 ,  130.42 ,  120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600 Watts Digital Programing Wireless Series                                                            ,"Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,cUL,CE, CB",2,PLD600-SMT-54(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,11.1,11.1,up to 11.1A,36,36-54V,"UL,cUL,CE,CB",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000,  73.72 ,5000,  74.48 ,2000,  76.00 ,1000,  79.80 ,500,  83.60 ,  228.00 ,  108.68 ,  100.32 ,  200.64 ,  130.42 ,  120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600 Watts Digital Programing Wireless Series                                                            ,"Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL,cUL,CE, CB",2,PLD600-SMT-58(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,10.2,10.2,up to 10.2A,40,40-58.8V,"UL,cUL,CE",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000,  73.72 ,5000,  74.48 ,2000,  76.00 ,1000,  79.80 ,500,  83.60 ,  228.00 ,  108.68 ,  100.32 ,  200.64 ,  130.42 ,  120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",720 Watts Digital Programing Wireless Series,"Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL, cUL, CE, CB",2,PLD720-SMT-36(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,20,20,up to 20A,24,24-36V,"UL,cUL,CE",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/18-ICE-305-Programmable-720.pdf,cable,53.68/55.88/55.88,10000,  86.33 ,5000,  87.22 ,2000,  89.00 ,1000,  93.45 ,500,  97.90 ,  267.00 ,  127.27 ,  117.48 ,  234.96 ,  152.72 ,  140.98 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",720 Watts Digital Programing Wireless Series,"Multi Dimming Function with Bluetooth & Zigbee<br>Indoor/Outdoor Applications<br>24-58.8Vout<br>108-305Vac<br>UL, cUL, CE, CB",2,PLD720-SMT-42(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,17.2,17.2,up to 17.2A,27,27-42V,"UL,cUL,CE",IP67,https://greenwattpower.com/wp-content/uploads/2020/01/18-ICE-305-Programmable-720.pdf,cable,53.68/55.88/55.88,10000,  86.33 ,5000,  87.22 ,2000,  89.00 ,1000,  93.45 ,500,  97.90 ,  267.00 ,  127.27 ,  117.48 ,  234.96 ,  152.72 ,  140.98 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,
