Type,Category,Series,Model Name,Description,Dimming,output power (sorting),output Power (W),Output Current,Output Current (A),Output Voltage (V),safety,water proof level,Datasheet,Terminal,BOM Cost$,MOQ 10K Pcs,"EXWorks$ 
MOQ 10k",MOQ 5k Pcs,EXWorks$ MOQ 5k,MOQ 2k Pcs,EXWorks$ MOQ 2k,MOQ 1k Pcs,EXWorks$ MOQ 1k,MOQ 500 Pcs,EXWorks$ MOQ 500,Sample Price 1-10 pcs,EXWorks Price for Order 100-299pcs,EXWorks Price for Order 300-499pcs,Sample Price 1-10 pcs,DAP Price for Order 100-299pcs,DAP Price for Order 300-499pcs,case material,dimension(mm),Status,Responsible,Product Line,Programmable Responsible,Carton Size(mm),Net Weight(kg),Gross Weight(kg),Units/ Carton,"Pallet Size
(mm)",Pallet Weight(kg),Cartons/Pallet,Total Weight/ pallet,Custom Order,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",PLD400-SMT-48(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,up to 8.3A,8.3,32-48,"UL8750,EN61347-2-13",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000, 66.93 ,5000, 67.62 ,2000, 69.00 ,1000, 72.45 ,500, 75.90 , 207.00 , 98.67 , 91.08 , 182.16 , 118.40 , 109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,87,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",PLD400-SMT-54(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,up to 7.4A,7.4,36-54,"UL8750,EN61347-2-13",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000, 66.93 ,5000, 67.62 ,2000, 69.00 ,1000, 72.45 ,500, 75.90 , 207.00 , 98.67 , 91.08 , 182.16 , 118.40 , 109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,88,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",PLD400-SMT-58(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,up to 6.8A,6.8,40-58.8,"UL8750,EN61347-2-13",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000, 66.93 ,5000, 67.62 ,2000, 69.00 ,1000, 72.45 ,500, 75.90 , 207.00 , 98.67 , 91.08 , 182.16 , 118.40 , 109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,89,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",PLD500-SMT-36(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,up to 14A,14,24-36,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/16-ICE-305-Programmable-500.pdf,cable,43.38/45.58/45.58,10000, 71.78 ,5000, 72.52 ,2000, 74.00 ,1000, 77.70 ,500, 81.40 , 222.00 , 105.82 , 97.68 , 195.36 , 126.98 , 117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,91,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",PLD500-SMT-42(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,up to 11.9A,11.9,27-42,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000, 71.78 ,5000, 72.52 ,2000, 74.00 ,1000, 77.70 ,500, 81.40 , 222.00 , 105.82 , 97.68 , 195.36 , 126.98 , 117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,92,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",PLD500-SMT-48(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,up to 11A,11,32-48,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000, 71.78 ,5000, 72.52 ,2000, 74.00 ,1000, 77.70 ,500, 81.40 , 222.00 , 105.82 , 97.68 , 195.36 , 126.98 , 117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,93,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",PLD500-SMT-54(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,up to 9A,9,36-54,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000, 71.78 ,5000, 72.52 ,2000, 74.00 ,1000, 77.70 ,500, 81.40 , 222.00 , 105.82 , 97.68 , 195.36 , 126.98 , 117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,94,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",PLD500-SMT-58(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",500,500,up to 8.5A,8.5,40-58.8,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/16-ICE-305-Programmable-500.pdf,cable,41.18/43.38/43.38,10000, 71.78 ,5000, 72.52 ,2000, 74.00 ,1000, 77.70 ,500, 81.40 , 222.00 , 105.82 , 97.68 , 195.36 , 126.98 , 117.22 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-36(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 16.7A,16.7,24-36,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/17-ICE-305-Programmable-600.pdf,cable,45.59/47.80/47.80,10000, 73.72 ,5000, 74.48 ,2000, 76.00 ,1000, 79.80 ,500, 83.60 , 228.00 , 108.68 , 100.32 , 200.64 , 130.42 , 120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,97,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-42(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 14.3A,14.3,27-42,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000, 73.72 ,5000, 74.48 ,2000, 76.00 ,1000, 79.80 ,500, 83.60 , 228.00 , 108.68 , 100.32 , 200.64 , 130.42 , 120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,98,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-48(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 12.5A,12.5,32-48,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000, 73.72 ,5000, 74.48 ,2000, 76.00 ,1000, 79.80 ,500, 83.60 , 228.00 , 108.68 , 100.32 , 200.64 , 130.42 , 120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,99,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-54(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 11.1A,11.1,36-54,"UL,cUL,CE,CB",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000, 73.72 ,5000, 74.48 ,2000, 76.00 ,1000, 79.80 ,500, 83.60 , 228.00 , 108.68 , 100.32 , 200.64 , 130.42 , 120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,100,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-58(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 10.2A,10.2,40-58.8,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/17-ICE-305-Programmable-600.pdf,cable,44.12/46.32/46.32,10000, 73.72 ,5000, 74.48 ,2000, 76.00 ,1000, 79.80 ,500, 83.60 , 228.00 , 108.68 , 100.32 , 200.64 , 130.42 , 120.38 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,101,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-36(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 20A,20,24-36,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/18-ICE-305-Programmable-720.pdf,cable,53.68/55.88/55.88,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,103,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-42(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 17.2A,17.2,27-42,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/18-ICE-305-Programmable-720.pdf,cable,53.68/55.88/55.88,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,104,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-48(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 15A,15,32-38,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/18-ICE-305-Programmable-720.pdf,cable,51.47/53.68/53.68,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,105,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-54(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 13.3A,13.3,36-54,"UL,cUL,CE,CB",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/18-ICE-305-Programmable-720.pdf,cable,51.47/53.68/53.68,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,106,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-58(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 12.2A,12.2,40-58.8,"UL,cUL,CE",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/18-ICE-305-Programmable-720.pdf,cable,51.47/53.68/53.68,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,280*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,107,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers",PLD640-SMT-24-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 25A,25,18-24,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/19-ICE-347-Programmable-640.pdf,cable,50.80/53.00/53.00,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,109,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers",PLD640-SMT-36-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 16.67A,16.67,27-36,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/19-ICE-347-Programmable-640.pdf,cable,50.80/53.00/53.00,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,110,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers",PLD640-SMT-42-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 14.28A,14.28,31-42,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/19-ICE-347-Programmable-640.pdf,cable,50.80/53.00/53.00,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,111,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers",PLD640-SMT-48-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 12.5A,12.5,36-48,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/19-ICE-347-Programmable-640.pdf,cable,50.80/53.00/53.00,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,112,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers",PLD640-SMT-54-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 11.11A,11.11,42-54,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/19-ICE-347-Programmable-640.pdf,cable,50.80/53.00/53.00,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,240*123*54,Sample Available,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,113,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-24-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 30A,30,18-24,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/20-ICE-347-Programmable-720.pdf,cable,52.50/54.71/54.71,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,115,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-36-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 20A,20,27-35,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/20-ICE-347-Programmable-720.pdf,cable,52.50/54.71/54.71,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,116,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-42-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 17.14A,17.14,31-42,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/20-ICE-347-Programmable-720.pdf,cable,52.50/54.71/54.71,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,117,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-48-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 15A,15,36-48,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/20-ICE-347-Programmable-720.pdf,cable,52.50/54.71/54.71,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,118,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-54-H1(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 13.33A,13.33,42-54,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/20-ICE-347-Programmable-720.pdf,cable,52.50/54.71/54.71,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,240*123*54,Sample Available ,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,119,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-24-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,C+C43lock dimming",600,600,up to 25A,25,18-24,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-600.pdf,cable,54.50/56.71/56.71,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,121,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-36-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,C+C43lock dimming",600,600,up to 16.67A,16.67,27-36,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-600.pdf,cable,54.50/56.71/56.71,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,122,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-42-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,C+C43lock dimming",600,600,up to 14.28A,14.28,31-42,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-600.pdf,cable,53.00/55.21/55.21,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,123,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-48-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,C+C43lock dimming",600,600,up to 12.5A,12.5,36-48,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-600.pdf,cable,53.00/55.21/55.21,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,124,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-54-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,C+C43lock dimming",600,600,up to 11.11A,11.11,42-54,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-600.pdf,cable,53.00/55.21/55.21,10000, 76.63 ,5000, 77.42 ,2000, 79.00 ,1000, 82.95 ,500, 86.90 , 237.00 , 112.97 , 104.28 , 208.56 , 135.56 , 125.14 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,125,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-24-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 30A,30,18-24,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-720.pdf,cable,56.00/58.21/58.21,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,127,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-36-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 20A,20,27-36,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-720.pdf,cable,56.00/58.21/58.21,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,128,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-42-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 17.14A,17.14,31-42,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-720.pdf,cable,55.00/57.21/57.21,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,129,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-48-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 15A,15,36-48,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-720.pdf,cable,55.00/57.21/57.21,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,130,,
